ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,REVENUE.MEDICAL_REVENUE_2015,REVENUE.SCIENTIFIC_REVENUE_2015,REVENUE.TECHNICAL_REVENUE_2015,REVENUE.MEDICAL_REVENUE_2016,REVENUE.SCIENTIFIC_REVENUE_2016,REVENUE.TECHNICAL_REVENUE_2016,USAGE.MEDICAL_NO_SESSIONS_2015,USAGE.SCIENTIFIC_NO_SESSIONS_2015,USAGE.TECHNICAL_NO_SESSIONS_2015,USAGE.MEDICAL_NO_SESSIONS_2016,USAGE.SCIENTIFIC_NO_SESSIONS_2016,USAGE.TECHNICAL_NO_SESSIONS_2016,USERS.USERS_2015,USERS.USERS_2016,NPS.NPS_SCORE_2015,NPS.NPS_SCORE_2016,Calc.TotalRevenue2015,Calc.TotalRevenue2016,Calc.IsLapsed
17781803,2012,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,60,0,0,0,0,0,1,,,,,,1,0,,,60,0,1
83073139,2015,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic,264,192,0,277.2,0,239.4,13,22,,41,,60,6,6,0,,456,516.6,0
10507303,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,117.6,0,98.7,19,1,2,40,,5,1,2,,,142.5,216.3,0
84375500,2015,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,0,136,164,201.6,142.8,0,,15,,2,81,,4,4,0,10,300,344.4,0
10511330,2014,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,57,38,47.5,111.72,75.81,93.77,8,18,4,,1,1,1,2,,,142.5,281.3,0
84577573,2015,FRANCE,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,192,0,0,0,142.8,0,56,,,,180,,4,4,0,,192,142.8,0
17819943,2012,IRELAND,MANAGER,$20-$50m,11 - 50 employees,Corporate,105.28,71.44,88.36,201.6,0,172.2,1,51,5,49,,54,2,4,,,265.08,373.8,0
84990200,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,94,201.6,0,0,,,34,72,,,2,4,0,,94,201.6,0
10544780,2016,FRANCE,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,0,0,0,0,0,55,,,,,,31,0,1,,,0,55,0
85446134,2015,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,57,38,47.5,155.61,107.73,131.67,6,,,4,85,45,1,3,0,,142.5,395.01,0
17829669,2012,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Research,60,0,0,0,0,0,1,,,,,,1,0,,,60,0,1
86373695,2015,UNITED KINGDOM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,300,200,0,0,0,0,9,,,,,,5,0,0,,500,0,1
10548628,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,44,0,,,,,45,,0,1,,,0,44,0
87876227,2012,GERMANY,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,60,0,50,0,0,98.7,12,,6,,,34,1,2,0,,110,98.7,0
10555219,2015,BELGIUM,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research,57,38,47.5,59.85,39.9,49.88,,3,,23,9,2,1,1,,,142.5,149.63,0
89153600,2015,SPAIN,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research,105.28,71.44,88.36,0,113.4,138.6,12,,5,,16,118,2,3,0,5,265.08,252,0
18105837,2015,SPAIN,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,60,0,50,0,0,138.6,1,,7,,,96,1,3,,,110,138.6,0
89455174,2014,RUSSIA,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,60,0,50,0,42,0,9,,9,,5,,1,1,0,9,110,42,0
10557758,2014,SPAIN,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,57,38,47.5,0,0,0,11,7,1,,,,1,0,9,,142.5,0,1
92184987,2013,GERMANY,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,264,0,228,0,201.6,0,13,,4,,78,,6,6,0,,492,201.6,0
10617480,2015,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research,0,0,50,0,0,0,,,16,,,,1,0,,,50,0,1
92191606,2012,SPAIN,MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,117.6,79.8,0,2,3,2,24,59,,1,2,0,,142.5,197.4,0
18264431,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,112,0,94,0,79.8,98.7,1,,2,,1,,2,2,5,,206,178.5,0
93065156,2014,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,60,0,50,0,42,0,6,,8,,5,,1,1,0,,110,42,0
10624908,2016,GERMANY,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,0,0,0,66,0,55,,,,4,,4,0,1,,9,0,121,0
93364154,2013,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,57,38,47.5,155.61,107.73,131.67,17,,,56,12,20,1,3,0,10,142.5,395.01,0
10628765,2016,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,0,44,55,,,,,10,2,0,1,,8,0,99,0
93532952,2015,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,57,38,47.5,117.6,79.8,0,26,2,4,26,3,,1,2,0,,142.5,197.4,0
18524890,2013,IRELAND,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,57,38,47.5,0,0,0,1,1,1,,,,1,0,,,142.5,0,1
94762052,2014,FRANCE,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,57,38,47.5,163.8,0,138.6,18,9,2,9,,44,1,3,0,,142.5,302.4,0
10630588,2016,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,0,0,0,0,44,0,,,,,42,,0,1,,,0,44,0
94950492,2012,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Corporate,60,0,50,0,113.4,0,5,,2,,21,,1,3,0,,110,113.4,0
10650466,2012,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,57,38,47.5,0,0,0,14,,,,,,1,0,10,,142.5,0,1
96678114,2012,BELGIUM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,0,0,0,21,,1,,,,1,0,0,,142.5,0,1
18577971,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,57,38,47.5,63,0,52.5,1,,1,7,,,1,1,,,142.5,115.5,0
96751908,2015,BELGIUM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,0,42,52.5,5,13,7,,4,7,1,1,0,,142.5,94.5,0
10660929,2013,NETHERLANDS,MANAGER,$20-$50m,11 - 50 employees,Corporate,273,182,227.5,286.65,191.1,238.88,24,52,43,10,12,17,5,5,,9,682.5,716.63,0
99741636,2013,NETHERLANDS,MANAGER,$1bn+,5000+ employees,Research,57,38,47.5,0,0,0,6,4,5,,,,1,0,0,,142.5,0,1
10663409,2016,NETHERLANDS,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,0,0,0,313.5,209,261.25,,,,15,13,125,0,5,,,0,783.75,0
99796246,2012,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,145.08,100.44,122.76,0,0,0,3,4,4,,,,3,0,0,,368.28,0,1
18587234,2012,SPAIN,MANAGER,$1bn+,5000+ employees,Research,57,38,47.5,0,0,0,1,1,2,,,,1,0,,,142.5,0,1
10664425,2014,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,57,38,47.5,59.85,39.9,49.88,3,17,4,5,4,15,1,1,,8,142.5,149.63,0
11061686,2013,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Academic,57,38,47.5,0,0,0,17,2,1,,,,1,0,1,,142.5,0,1
10675173,2016,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,0,0,275,,,,,,215,0,5,,,0,275,0
11340746,2014,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,57,38,47.5,155.61,107.73,131.67,2,12,12,11,8,9,1,3,1,7,142.5,395.01,0
18859099,2014,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,60,0,50,0,113.4,138.6,1,,7,,68,30,1,3,,,110,252,0
11482603,2012,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,273,182,227.5,252.25,183.46,217.85,128,,1,26,38,109,5,6,1,,682.5,653.56,0
10688483,2016,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,313.5,209,261.25,,,,121,9,8,0,5,,,0,783.75,0
11877716,2015,SPAIN,MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,117.6,0,98.7,10,5,9,73,,14,1,2,1,,142.5,216.3,0
10691131,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,0,250.8,,,,,,162,0,6,,,0,250.8,0
11886664,2015,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,60,0,0,0,79.8,0,11,,,,12,,1,2,1,4,60,79.8,0
18943946,2012,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,60,0,50,0,42,52.5,1,,5,,,1,1,1,,,110,94.5,0
12422215,2014,BELGIUM,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,273,182,227.5,277.2,201.6,0,4,,,36,131,,5,6,1,2,682.5,478.8,0
10714427,2012,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,237.6,172.8,205.2,249.48,181.44,215.46,45,1,,7,9,6,6,6,,,615.6,646.38,0
14103358,2015,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,60,0,0,117.6,0,0,14,,,46,,,1,2,1,,60,117.6,0
10721000,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,0,0,0,0,211.2,0,,,,,258,,0,6,,,0,211.2,0
15997259,2013,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,192,0,164,315,0,0,5,,2,10,,,4,5,1,,356,315,0
18973437,2013,SPAIN,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,0,0,0,1,12,,,,,1,0,,,142.5,0,1
17115576,2012,NETHERLANDS,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,57,38,47.5,0,0,0,6,11,1,,,,1,0,1,,142.5,0,1
10727571,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,0,0,0,117.04,79.42,98.23,,,,54,,,0,2,,,0,294.69,0
17302746,2012,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,105.28,71.44,88.36,201.6,142.8,0,13,23,3,37,63,,2,4,1,,265.08,344.4,0
10731463,2016,RUSSIA,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,0,0,275.88,200.64,238.26,,,,4,,1,0,6,,,0,714.78,0
17955275,2014,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,60,0,50,0,0,98.7,2,,1,,,44,1,2,1,1,110,98.7,0
19002854,2013,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research,57,38,47.5,0,0,0,1,12,,,,,1,0,,,142.5,0,1
21718257,2013,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,264,0,228,0,201.6,0,7,,28,,198,,6,6,1,5,492,201.6,0
10754124,2016,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,,,,0,1,,,0,156.75,0
26225312,2013,NETHERLANDS,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research,273,182,227.5,315,210,0,7,32,29,4,,,5,5,1,,682.5,525,0
10756486,2014,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Academic,60,0,50,0,113.4,0,15,,12,,27,,1,3,9,,110,113.4,0
26276249,2013,NETHERLANDS,MANAGER,$50-$100m,51 - 100 employees,Academic,57,38,47.5,0,79.8,98.7,4,7,3,,15,,1,2,1,,142.5,178.5,0
19070735,2013,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,57,38,47.5,0,0,0,1,,1,,,,1,0,,,142.5,0,1
27413859,2015,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,264,192,0,277.2,0,0,150,47,,,,,6,6,1,,456,277.2,0
10770373,2015,SPAIN,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,57,38,47.5,59.85,39.9,49.88,4,3,14,13,3,9,1,1,9,,142.5,149.63,0
27752479,2014,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,57,38,47.5,111.72,75.81,93.77,5,,,49,1,1,1,2,1,,142.5,281.3,0
10773598,2014,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,237.6,172.8,205.2,249.48,181.44,215.46,,,,141,,14,6,6,,,615.6,646.38,0
30517461,2015,GERMANY,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,117.6,0,98.7,4,4,5,4,,21,1,2,1,,142.5,216.3,0
19444156,2013,FRANCE,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,60,0,50,163.8,0,138.6,1,,8,105,,29,1,3,,2,110,302.4,0
33124299,2015,IRELAND,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,136,164,201.6,0,0,,19,20,72,,,4,4,1,,300,201.6,0
10776222,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,0,0,0,0,211.2,0,,,,,222,,0,6,,,0,211.2,0
34313020,2014,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,60,0,50,163.8,0,0,9,,,102,,,1,3,1,3,110,163.8,0
10784433,2015,RUSSIA,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,60,0,50,163.8,0,0,,,2,90,,,1,3,,,110,163.8,0
36379303,2015,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,0,0,94,0,79.8,0,,,40,,34,,2,2,1,,94,79.8,0
19488507,2015,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,57,38,47.5,111.72,75.81,93.77,1,,5,19,7,33,1,2,10,,142.5,281.3,0
37676938,2014,IRELAND,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,237.6,172.8,205.2,277.2,0,239.4,2,,9,134,,75,6,6,1,,615.6,516.6,0
10799961,2015,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Research,60,0,0,0,0,0,22,,,,,,1,0,,,60,0,1
38352082,2013,NETHERLANDS,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,237.6,172.8,205.2,277.2,201.6,0,18,8,27,211,46,,6,6,1,,615.6,478.8,0
10814539,2014,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,237.6,172.8,205.2,249.48,181.44,215.46,70,1,24,134,60,14,6,6,,,615.6,646.38,0
39910469,2015,IRELAND,MANAGER,Less than $20m,11 - 50 employees,Corporate,0,0,250,277.2,0,0,,,130,264,,,5,6,1,,250,277.2,0
19564114,2015,UNITED KINGDOM,MANAGER,$20-$50m,11 - 50 employees,Research,105.28,71.44,88.36,189.5,134.23,161.87,1,14,26,118,9,3,2,4,5,,265.08,485.6,0
41875599,2012,IRELAND,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic,145.08,100.44,122.76,292.95,195.3,244.13,15,6,5,56,42,11,3,5,1,,368.28,732.38,0
10818064,2015,NETHERLANDS,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,57,38,47.5,163.8,113.4,0,,,,76,22,,1,3,8,,142.5,277.2,0
42022319,2015,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,156,108,0,0,0,0,42,11,,,,,3,0,1,,264,0,1
19575113,2012,SPAIN,SENIOR MANAGER,$1bn+,5000+ employees,Research,57,38,47.5,0,0,0,1,15,1,,,,1,0,,,142.5,0,1
42244864,2015,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Corporate,0,108,132,315,0,0,,2,12,65,,,3,5,1,,240,315,0
10836382,2012,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,57,38,47.5,0,0,0,10,8,3,,,,1,0,,,142.5,0,1
45992279,2015,UNITED KINGDOM,MANAGER,$1bn+,5000+ employees,Corporate,300,200,0,0,201.6,239.4,10,54,,,99,74,5,6,1,,500,441,0
19634732,2012,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,57,38,47.5,0,0,0,1,6,2,,,,1,0,3,,142.5,0,1
47139399,2012,GERMANY,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,273,182,227.5,315,0,262.5,32,60,11,136,,73,5,5,1,2,682.5,577.5,0
10849085,2014,SPAIN,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,264,0,228,0,201.6,0,83,,24,,210,,6,6,9,,492,201.6,0
47273182,2015,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Research,0,136,164,315,0,262.5,,23,12,164,,20,4,5,1,,300,577.5,0
10851090,2013,RUSSIA,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,57,38,47.5,63,0,52.5,25,1,12,,,,1,1,9,,142.5,115.5,0
47339309,2015,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,156,108,0,201.6,0,0,,,,28,,,3,4,1,,264,201.6,0
20017786,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,57,38,47.5,63,42,0,1,8,2,22,,,1,1,3,,142.5,105,0
48158065,2012,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Research,145.08,100.44,122.76,0,142.8,172.2,44,,,,79,12,3,4,1,,368.28,315,0
10880573,2015,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,60,40,0,0,0,0,14,,,,,,1,0,,,100,0,1
48473012,2014,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,60,0,50,0,113.4,138.6,8,,7,,,,1,3,1,,110,252,0
10884456,2013,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,60,0,50,0,42,0,13,,8,,11,,1,1,,,110,42,0
48956448,2013,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Corporate,264,0,228,0,0,239.4,29,,156,,,42,6,6,1,,492,239.4,0
20032486,2014,GERMANY,MANAGER,$100-$500m,100 - 500 employees,Research,57,38,47.5,0,0,0,1,,,,,,1,0,,,142.5,0,1
53940752,2014,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,57,38,47.5,117.6,79.8,0,6,,,11,56,,1,2,1,6,142.5,197.4,0
10896501,2016,SPAIN,MANAGER,$20-$50m,51 - 100 employees,Corporate,0,0,0,66,0,55,,,,10,,16,0,1,,,0,121,0
54665203,2015,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,60,0,50,63,0,52.5,8,,2,,,3,1,1,1,,110,115.5,0
20253721,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,60,0,50,0,42,0,1,,4,,8,,1,1,10,,110,42,0
55515149,2013,SPAIN,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,0,50,0,0,0,,,1,,,,1,0,1,,50,0,1
10910366,2012,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,192,0,164,277.2,0,0,49,,42,132,,,4,6,7,,356,277.2,0
57448643,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,0,40,50,0,0,0,,1,8,,,,1,0,1,,90,0,1
10961362,2015,RUSSIA,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,60,0,0,0,0,0,5,,,,,,1,0,,,60,0,1
59087811,2012,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,176.64,125.12,150.88,0,142.8,172.2,7,21,39,,75,84,4,4,1,9,452.64,315,0
20460561,2015,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,60,40,0,0,0,0,1,4,,,,,1,0,,,100,0,1
60699268,2014,UNITED KINGDOM,MANAGER,$1bn+,1001 - 5000 employees,Corporate,105.28,71.44,88.36,117.6,0,98.7,40,3,3,17,,44,2,2,1,4,265.08,216.3,0
10966877,2016,RUSSIA,MANAGER,$20-$50m,11 - 50 employees,Research,0,0,0,275.88,200.64,238.26,,,,126,103,28,0,6,,,0,714.78,0
60958405,2014,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Research,237.6,172.8,205.2,277.2,0,239.4,17,44,3,33,,33,6,6,1,,615.6,516.6,0
10974288,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,60,40,0,0,0,0,5,,,,,,1,0,,,100,0,1
61347011,2014,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,60,0,50,0,0,138.6,4,,,,,69,1,3,1,2,110,138.6,0
20570284,2014,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,60,0,50,0,0,138.6,1,,3,,,63,1,3,,,110,138.6,0
61904522,2013,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,57,38,47.5,0,79.8,98.7,5,11,4,,59,22,1,2,1,,142.5,178.5,0
10986290,2016,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,0,0,0,62.7,41.8,52.25,,,,11,5,,0,1,,,0,156.75,0
61913789,2015,IRELAND,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,57,38,47.5,117.6,0,98.7,,12,,5,,44,1,2,1,,142.5,216.3,0
10992575,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,0,0,50,63,0,0,,,,4,,,1,1,,7,50,63,0
62367814,2013,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,117.6,0,98.7,,,3,5,,5,1,2,1,,142.5,216.3,0
20627731,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,60,0,50,0,113.4,0,1,,1,,60,,1,3,,,110,113.4,0
64419570,2015,SPAIN,MANAGER,$1bn+,5000+ employees,Corporate,0,0,228,0,201.6,0,,,150,,138,,6,6,1,7,228,201.6,0
11001257,2015,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,0,192,228,0,201.6,239.4,,20,3,,189,38,6,6,,,420,441,0
65674068,2013,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,237.6,172.8,205.2,277.2,0,239.4,23,42,,95,,18,6,6,1,9,615.6,516.6,0
11009079,2013,BELGIUM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,112,0,0,0,0,0,18,,,,,,2,0,8,,112,0,1
66052396,2014,IRELAND,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,112,0,94,0,79.8,98.7,1,,8,,54,25,2,2,1,,206,178.5,0
21121797,2014,FRANCE,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,57,38,47.5,111.72,75.81,93.77,1,,,22,6,26,1,2,,,142.5,281.3,0
67424136,2013,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,105.28,71.44,88.36,0,0,0,10,10,2,,,,2,0,1,,265.08,0,1
11009367,2016,NETHERLANDS,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,0,0,0,0,0,55,,,,,,27,0,1,,,0,55,0
67567989,2012,FRANCE,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,112,0,94,163.8,0,138.6,20,,5,25,,13,2,3,1,,206,302.4,0
11020575,2015,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,0,136,164,201.6,0,172.2,,15,32,7,,4,4,4,,9,300,373.8,0
67950450,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,57,38,47.5,111.72,75.81,93.77,15,10,,20,11,14,1,2,1,,142.5,281.3,0
21339736,2013,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Academic,60,0,50,0,0,52.5,1,,3,,,27,1,1,,10,110,52.5,0
71206305,2014,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,156,0,132,201.6,0,172.2,1,,13,,,,3,4,1,9,288,373.8,0
11030401,2012,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research,57,38,47.5,163.8,113.4,0,,,,66,38,,1,3,6,,142.5,277.2,0
73603357,2013,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,60,0,50,117.6,0,98.7,5,,12,28,,1,1,2,1,,110,216.3,0
21568936,2012,IRELAND,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,57,38,47.5,59.85,39.9,49.88,1,1,5,20,,7,1,1,,,142.5,149.63,0
76558793,2015,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,57,38,47.5,0,42,52.5,2,5,2,,23,2,1,1,1,,142.5,94.5,0
11033316,2012,UNITED KINGDOM,MANAGER,Less than $20m,11 - 50 employees,Corporate,57,38,47.5,155.61,107.73,131.67,11,,1,36,33,4,1,3,,,142.5,395.01,0
76694395,2015,SPAIN,MANAGER,$100-$500m,100 - 500 employees,Corporate,0,192,228,277.2,0,239.4,,84,66,24,,149,6,6,1,5,420,516.6,0
11043561,2013,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,60,0,50,163.8,113.4,0,6,,5,17,51,,1,3,,,110,277.2,0
78511742,2015,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,57,38,47.5,111.72,75.81,93.77,8,,4,5,68,,1,2,1,,142.5,281.3,0
21670425,2014,BELGIUM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,60,0,50,0,79.8,0,1,,1,,66,,1,2,5,,110,79.8,0
78588493,2014,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,60,0,50,63,0,52.5,6,,12,14,,4,1,1,1,,110,115.5,0
11045141,2016,SPAIN,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,0,0,0,117.04,79.42,98.23,,,,27,17,28,0,2,,8,0,294.69,0
81153715,2014,IRELAND,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,60,0,50,0,113.4,0,3,,2,,114,,1,3,1,,110,113.4,0
